Date,Total Energy Use from Electricity (MW)
22-Feb-03,17734
22-Feb-03,16999
23-Feb-03,16390
23-Feb-03,15944
23-Feb-03,15736
23-Feb-03,15566
23-Feb-03,15548
23-Feb-03,15731
23-Feb-03,16057
23-Feb-03,16318
23-Feb-03,17329
23-Feb-03,18263
23-Feb-03,18776
23-Feb-03,18856
23-Feb-03,18858
23-Feb-03,18633
23-Feb-03,18533
23-Feb-03,18613
23-Feb-03,18960
23-Feb-03,19654
23-Feb-03,20619
23-Feb-03,20724
23-Feb-03,20354
23-Feb-03,19683
23-Feb-03,18758
23-Feb-03,17877
24-Feb-03,17252
24-Feb-03,17154
24-Feb-03,17144
24-Feb-03,17182
24-Feb-03,17304
24-Feb-03,17830
24-Feb-03,19251
24-Feb-03,20973
24-Feb-03,21441
24-Feb-03,21560
24-Feb-03,21705
24-Feb-03,21632
24-Feb-03,21436
24-Feb-03,21208
24-Feb-03,20972
24-Feb-03,20915
24-Feb-03,21387
24-Feb-03,22220
24-Feb-03,22831
24-Feb-03,22747
24-Feb-03,22104
24-Feb-03,21370
24-Feb-03,20193
24-Feb-03,18993
25-Feb-03,18261
25-Feb-03,17752
25-Feb-03,17555
25-Feb-03,17784
25-Feb-03,17862
25-Feb-03,18397
25-Feb-03,19684
25-Feb-03,21335
25-Feb-03,21532
25-Feb-03,21354
25-Feb-03,21261
25-Feb-03,21158
25-Feb-03,20881
25-Feb-03,20704
25-Feb-03,20594
25-Feb-03,20601
25-Feb-03,21012
25-Feb-03,21677
25-Feb-03,22583
25-Feb-03,22551
25-Feb-03,22215
25-Feb-03,21394
25-Feb-03,20291
25-Feb-03,19155
26-Feb-03,18507
26-Feb-03,17948
26-Feb-03,17936
26-Feb-03,18017
26-Feb-03,18174
26-Feb-03,18733
26-Feb-03,20071
26-Feb-03,21571
26-Feb-03,21819
26-Feb-03,21662
26-Feb-03,21335
26-Feb-03,21110
26-Feb-03,20798
26-Feb-03,20767
26-Feb-03,20252
26-Feb-03,20334
26-Feb-03,20786
26-Feb-03,21304
26-Feb-03,22328
26-Feb-03,22505
26-Feb-03,22175
26-Feb-03,21449
26-Feb-03,20243
26-Feb-03,19009
27-Feb-03,18297
27-Feb-03,17997
27-Feb-03,17938
27-Feb-03,17744
27-Feb-03,17737
27-Feb-03,18295
27-Feb-03,19680
27-Feb-03,21084
27-Feb-03,21312
27-Feb-03,21145
27-Feb-03,20989
27-Feb-03,20674
27-Feb-03,20206
27-Feb-03,19956
27-Feb-03,19685
27-Feb-03,19699
27-Feb-03,20132
27-Feb-03,20624
27-Feb-03,21550
27-Feb-03,21876
27-Feb-03,21336
27-Feb-03,20685
27-Feb-03,19502
27-Feb-03,18470
28-Feb-03,17709
28-Feb-03,17300
28-Feb-03,17128
28-Feb-03,17040
28-Feb-03,17169
28-Feb-03,17743
28-Feb-03,19138
28-Feb-03,20701
28-Feb-03,21181
28-Feb-03,21054
28-Feb-03,20794
28-Feb-03,20436
28-Feb-03,20005
28-Feb-03,19629
28-Feb-03,19345
28-Feb-03,19073
28-Feb-03,19298
28-Feb-03,19631
28-Feb-03,20613
28-Feb-03,20832
28-Feb-03,20534
28-Feb-03,19822
28-Feb-03,18859
28-Feb-03,17705
01-Mar-03,16912
01-Mar-03,16338
01-Mar-03,16035
01-Mar-03,15915
01-Mar-03,16001
01-Mar-03,16216
01-Mar-03,16769
01-Mar-03,17555
01-Mar-03,18551
01-Mar-03,18921
01-Mar-03,18845
01-Mar-03,18645
01-Mar-03,18296
01-Mar-03,17985
01-Mar-03,17585
01-Mar-03,17408
01-Mar-03,17866
01-Mar-03,18608
01-Mar-03,19370
01-Mar-03,19335
01-Mar-03,18878
01-Mar-03,18295
01-Mar-03,17608
01-Mar-03,16737
02-Mar-03,15783
02-Mar-03,15393
02-Mar-03,15227
02-Mar-03,15169
02-Mar-03,15193
02-Mar-03,15280
02-Mar-03,15670
02-Mar-03,16167
02-Mar-03,16996
02-Mar-03,17664
02-Mar-03,17927
02-Mar-03,18285
02-Mar-03,18296
02-Mar-03,18113
02-Mar-03,18136
02-Mar-03,18322
02-Mar-03,18904
02-Mar-03,19713
02-Mar-03,20713
02-Mar-03,21058
02-Mar-03,20784
02-Mar-03,20250
02-Mar-03,19388
02-Mar-03,18468
03-Mar-03,17902
03-Mar-03,17794
03-Mar-03,17726
03-Mar-03,17797
03-Mar-03,18025
03-Mar-03,18812
03-Mar-03,20422
03-Mar-03,21940
03-Mar-03,21801
03-Mar-03,21632
03-Mar-03,22120
03-Mar-03,22056
03-Mar-03,21777
03-Mar-03,21463
03-Mar-03,21316
03-Mar-03,21182
03-Mar-03,21656
03-Mar-03,22127
03-Mar-03,22876
03-Mar-03,23117
03-Mar-03,22726
03-Mar-03,21909
03-Mar-03,20753
03-Mar-03,19414
04-Mar-03,18553
04-Mar-03,18248
04-Mar-03,18190
04-Mar-03,17958
04-Mar-03,18052
04-Mar-03,18442
04-Mar-03,19579
04-Mar-03,20953
04-Mar-03,21420
04-Mar-03,21341
04-Mar-03,21303
04-Mar-03,21033
04-Mar-03,20658
04-Mar-03,20545
04-Mar-03,20391
04-Mar-03,20402
04-Mar-03,20825
04-Mar-03,21367
04-Mar-03,21936
04-Mar-03,21904
04-Mar-03,21359
04-Mar-03,20669
04-Mar-03,19612
04-Mar-03,18300
05-Mar-03,17545
05-Mar-03,17106
05-Mar-03,16968
05-Mar-03,16746
05-Mar-03,16878
05-Mar-03,17367
05-Mar-03,18726
05-Mar-03,19987
05-Mar-03,20454
05-Mar-03,20642
05-Mar-03,20879
05-Mar-03,20987
05-Mar-03,20767
05-Mar-03,20569
05-Mar-03,20385
05-Mar-03,20311
05-Mar-03,20522
05-Mar-03,20945
05-Mar-03,21855
05-Mar-03,22005
05-Mar-03,21614
05-Mar-03,20867
05-Mar-03,19757
05-Mar-03,18603
06-Mar-03,17827
06-Mar-03,17444
06-Mar-03,17377
06-Mar-03,17217
06-Mar-03,17341
06-Mar-03,17902
06-Mar-03,19118
06-Mar-03,20445
06-Mar-03,20925
06-Mar-03,21011
06-Mar-03,20818
06-Mar-03,20677
06-Mar-03,20318
06-Mar-03,20027
06-Mar-03,19833
06-Mar-03,19896
06-Mar-03,20239
06-Mar-03,20684
06-Mar-03,21522
06-Mar-03,21618
06-Mar-03,21328
06-Mar-03,20728
06-Mar-03,19793
06-Mar-03,18621
07-Mar-03,17784
07-Mar-03,17561
07-Mar-03,17455
07-Mar-03,17285
07-Mar-03,17398
07-Mar-03,17999
07-Mar-03,19255
07-Mar-03,20569
07-Mar-03,21038
07-Mar-03,20878
07-Mar-03,20881
07-Mar-03,20569
07-Mar-03,20314
07-Mar-03,20208
07-Mar-03,20095
07-Mar-03,20019
07-Mar-03,20233
07-Mar-03,20552
07-Mar-03,21042
07-Mar-03,21008
07-Mar-03,20557
07-Mar-03,19781
07-Mar-03,18808
07-Mar-03,17635
08-Mar-03,16625
08-Mar-03,16142
08-Mar-03,15867
08-Mar-03,15855
08-Mar-03,15764
08-Mar-03,15837
08-Mar-03,16073
08-Mar-03,16993
08-Mar-03,17931
08-Mar-03,18564
08-Mar-03,18904
08-Mar-03,18652
08-Mar-03,18543
08-Mar-03,18304
08-Mar-03,18012
08-Mar-03,18091
08-Mar-03,18477
08-Mar-03,18862
08-Mar-03,19461
08-Mar-03,19364
08-Mar-03,18956
08-Mar-03,18302
08-Mar-03,17733
08-Mar-03,16957
09-Mar-03,16349
09-Mar-03,16043
09-Mar-03,15818
09-Mar-03,15708
09-Mar-03,15627
09-Mar-03,15741
09-Mar-03,16216
09-Mar-03,16510
09-Mar-03,17455
09-Mar-03,18182
09-Mar-03,18598
09-Mar-03,18490
09-Mar-03,18511
09-Mar-03,18440
09-Mar-03,18246
09-Mar-03,18327
09-Mar-03,18845
09-Mar-03,19394
09-Mar-03,20126
09-Mar-03,20475
09-Mar-03,20192
09-Mar-03,19616
09-Mar-03,18777
09-Mar-03,17848
10-Mar-03,17389
10-Mar-03,17173
10-Mar-03,17114
10-Mar-03,17025
10-Mar-03,17239
10-Mar-03,17889
10-Mar-03,19047
10-Mar-03,20092
10-Mar-03,20852
10-Mar-03,21151
10-Mar-03,21383
10-Mar-03,21356
10-Mar-03,21163
10-Mar-03,20941
10-Mar-03,20866
10-Mar-03,21009
10-Mar-03,21221
10-Mar-03,21522
10-Mar-03,22236
10-Mar-03,22599
10-Mar-03,22155
10-Mar-03,21389
10-Mar-03,20246
10-Mar-03,19074
11-Mar-03,18203
11-Mar-03,17735
11-Mar-03,17602
11-Mar-03,17459
11-Mar-03,17541
11-Mar-03,18046
11-Mar-03,19143
11-Mar-03,20151
11-Mar-03,21050
11-Mar-03,21318
11-Mar-03,21360
11-Mar-03,21331
11-Mar-03,21030
11-Mar-03,20801
11-Mar-03,20600
11-Mar-03,20555
11-Mar-03,20969
11-Mar-03,21379
11-Mar-03,21819
11-Mar-03,21861
11-Mar-03,21403
11-Mar-03,20520
11-Mar-03,19118
11-Mar-03,18046
12-Mar-03,17195
12-Mar-03,16760
12-Mar-03,16568
12-Mar-03,16419
12-Mar-03,16472
12-Mar-03,16891
12-Mar-03,17870
12-Mar-03,19027
12-Mar-03,19989
12-Mar-03,20362
12-Mar-03,20400
12-Mar-03,20264
12-Mar-03,19908
12-Mar-03,19631
12-Mar-03,19575
12-Mar-03,19743
12-Mar-03,20057
12-Mar-03,20518
12-Mar-03,21073
12-Mar-03,21256
12-Mar-03,20783
12-Mar-03,19907
12-Mar-03,19016
12-Mar-03,17952
13-Mar-03,16736
13-Mar-03,16822
13-Mar-03,16723
13-Mar-03,16662
13-Mar-03,16711
13-Mar-03,17180
13-Mar-03,18314
13-Mar-03,19441
13-Mar-03,20310
13-Mar-03,20666
13-Mar-03,20777
13-Mar-03,20423
13-Mar-03,19869
13-Mar-03,19709
13-Mar-03,19411
13-Mar-03,19344
13-Mar-03,19509
13-Mar-03,19885
13-Mar-03,20658
13-Mar-03,21220
13-Mar-03,20935
13-Mar-03,20230
13-Mar-03,19230
13-Mar-03,18154
14-Mar-03,17475
14-Mar-03,17114
14-Mar-03,16843
14-Mar-03,16778
14-Mar-03,16872
14-Mar-03,17310
14-Mar-03,18196
14-Mar-03,19266
14-Mar-03,19942
14-Mar-03,20240
14-Mar-03,20179
14-Mar-03,20015
14-Mar-03,19777
14-Mar-03,19528
14-Mar-03,19104
14-Mar-03,18909
14-Mar-03,19076
14-Mar-03,19362
14-Mar-03,20016
14-Mar-03,20472
14-Mar-03,19936
14-Mar-03,19164
14-Mar-03,18172
14-Mar-03,17034
15-Mar-03,16128
15-Mar-03,15682
15-Mar-03,15412
15-Mar-03,15397
15-Mar-03,15413
15-Mar-03,15553
15-Mar-03,15851
15-Mar-03,16528
15-Mar-03,17119
15-Mar-03,17507
15-Mar-03,17700
15-Mar-03,17591
15-Mar-03,17373
15-Mar-03,17021
15-Mar-03,16744
15-Mar-03,16601
15-Mar-03,16738
15-Mar-03,17114
15-Mar-03,17635
15-Mar-03,18303
15-Mar-03,17841
15-Mar-03,17278
15-Mar-03,16671
15-Mar-03,15872
16-Mar-03,15275
16-Mar-03,14868
16-Mar-03,14574
16-Mar-03,14438
16-Mar-03,14418
16-Mar-03,14594
16-Mar-03,14772
16-Mar-03,15258
16-Mar-03,15737
16-Mar-03,16118
16-Mar-03,16391
16-Mar-03,16476
16-Mar-03,16395
16-Mar-03,16251
16-Mar-03,15991
16-Mar-03,16014
16-Mar-03,16343
16-Mar-03,16798
16-Mar-03,17483
16-Mar-03,18127
16-Mar-03,17903
16-Mar-03,17334
16-Mar-03,16442
16-Mar-03,15578
17-Mar-03,15079
17-Mar-03,14804
17-Mar-03,14651
17-Mar-03,14691
17-Mar-03,14776
17-Mar-03,15361
17-Mar-03,16430
17-Mar-03,18064
17-Mar-03,18674
17-Mar-03,18681
17-Mar-03,18662
17-Mar-03,18677
17-Mar-03,18470
17-Mar-03,18295
17-Mar-03,18123
17-Mar-03,18143
17-Mar-03,18418
17-Mar-03,18758
17-Mar-03,19272
17-Mar-03,19718
17-Mar-03,19193
17-Mar-03,18428
17-Mar-03,17298
17-Mar-03,16066
18-Mar-03,15315
18-Mar-03,14937
18-Mar-03,14640
18-Mar-03,14460
18-Mar-03,14640
18-Mar-03,15257
18-Mar-03,16414
18-Mar-03,17967
18-Mar-03,18668
18-Mar-03,18790
18-Mar-03,18818
18-Mar-03,18761
18-Mar-03,18564
18-Mar-03,18582
18-Mar-03,18394
18-Mar-03,18493
18-Mar-03,18790
18-Mar-03,19028
18-Mar-03,19398
18-Mar-03,20198
18-Mar-03,19783
18-Mar-03,18969
18-Mar-03,17884
18-Mar-03,16718
19-Mar-03,15870
19-Mar-03,15528
19-Mar-03,15324
19-Mar-03,15274
19-Mar-03,15529
19-Mar-03,16084
19-Mar-03,17186
19-Mar-03,18684
19-Mar-03,19242
19-Mar-03,19264
19-Mar-03,19265
19-Mar-03,19205
19-Mar-03,18833
19-Mar-03,18681
19-Mar-03,18544
19-Mar-03,18532
19-Mar-03,18892
19-Mar-03,19247
19-Mar-03,19755
19-Mar-03,20377
19-Mar-03,19997
19-Mar-03,19215
19-Mar-03,17956
19-Mar-03,16875
20-Mar-03,15704
20-Mar-03,15391
20-Mar-03,15111
20-Mar-03,14957
20-Mar-03,15088
20-Mar-03,15665
20-Mar-03,16685
20-Mar-03,18366
20-Mar-03,19329
20-Mar-03,19233
20-Mar-03,19276
20-Mar-03,19185
20-Mar-03,18995
20-Mar-03,18923
20-Mar-03,18676
20-Mar-03,18938
20-Mar-03,19490
20-Mar-03,20063
20-Mar-03,20417
20-Mar-03,20324
20-Mar-03,19849
20-Mar-03,19077
20-Mar-03,17822
20-Mar-03,16694
21-Mar-03,15794
21-Mar-03,15259
21-Mar-03,15085
21-Mar-03,14845
21-Mar-03,14751
21-Mar-03,15582
21-Mar-03,16558
21-Mar-03,18309
21-Mar-03,19179
21-Mar-03,19351
21-Mar-03,19445
21-Mar-03,19364
21-Mar-03,19090
21-Mar-03,18917
21-Mar-03,18870
21-Mar-03,18880
21-Mar-03,18953
21-Mar-03,19056
21-Mar-03,19329
21-Mar-03,19363
21-Mar-03,18877
21-Mar-03,18181
21-Mar-03,17151
21-Mar-03,15896
22-Mar-03,15106
22-Mar-03,14643
22-Mar-03,14374
22-Mar-03,14239
22-Mar-03,14179
22-Mar-03,14383
22-Mar-03,14938
22-Mar-03,15628
22-Mar-03,16721
22-Mar-03,17454
22-Mar-03,17807
22-Mar-03,17809
22-Mar-03,17625
22-Mar-03,17364
22-Mar-03,17186
22-Mar-03,17052
22-Mar-03,17294
22-Mar-03,17560
22-Mar-03,17786
22-Mar-03,18012
22-Mar-03,17647
22-Mar-03,17069
22-Mar-03,16304
22-Mar-03,15419
23-Mar-03,14549
23-Mar-03,14353
23-Mar-03,14204
23-Mar-03,14044
23-Mar-03,13896
23-Mar-03,14028
23-Mar-03,14132
23-Mar-03,14550
23-Mar-03,15480
23-Mar-03,16252
23-Mar-03,16580
23-Mar-03,16545
23-Mar-03,16638
23-Mar-03,16217
23-Mar-03,16093
23-Mar-03,16190
23-Mar-03,16506
23-Mar-03,16977
23-Mar-03,17498
23-Mar-03,17988
23-Mar-03,17724
23-Mar-03,17034
23-Mar-03,16147
23-Mar-03,15371
24-Mar-03,14808
24-Mar-03,14520
24-Mar-03,14411
24-Mar-03,14495
24-Mar-03,14512
24-Mar-03,15207
24-Mar-03,16384
24-Mar-03,17965
24-Mar-03,18555
24-Mar-03,18845
24-Mar-03,18889
24-Mar-03,18909
24-Mar-03,18706
24-Mar-03,18550
24-Mar-03,18332
24-Mar-03,18166
24-Mar-03,18431
24-Mar-03,18783
24-Mar-03,19202
24-Mar-03,19675
24-Mar-03,19368
24-Mar-03,18595
24-Mar-03,17465
24-Mar-03,16267
25-Mar-03,15436
25-Mar-03,15049
25-Mar-03,14676
25-Mar-03,14376
25-Mar-03,14595
25-Mar-03,15180
25-Mar-03,16270
25-Mar-03,17606
25-Mar-03,18488
25-Mar-03,18285
25-Mar-03,18785
25-Mar-03,18673
25-Mar-03,18450
25-Mar-03,18672
25-Mar-03,18357
25-Mar-03,18091
25-Mar-03,18516
25-Mar-03,18668
25-Mar-03,18900
25-Mar-03,19508
25-Mar-03,19147
25-Mar-03,18310
25-Mar-03,17218
25-Mar-03,16124
26-Mar-03,15361
26-Mar-03,14813
26-Mar-03,14567
26-Mar-03,14495
26-Mar-03,14609
26-Mar-03,15129
26-Mar-03,16169
26-Mar-03,17776
26-Mar-03,18429
26-Mar-03,18242
26-Mar-03,18351
26-Mar-03,18280
26-Mar-03,18279
26-Mar-03,18251
26-Mar-03,18011
26-Mar-03,18009
26-Mar-03,18362
26-Mar-03,18620
26-Mar-03,18905
26-Mar-03,19403
26-Mar-03,19139
26-Mar-03,18362
26-Mar-03,17377
26-Mar-03,16177
27-Mar-03,15300
27-Mar-03,14822
27-Mar-03,14596
27-Mar-03,14545
27-Mar-03,14696
27-Mar-03,15496
27-Mar-03,16705
27-Mar-03,17920
27-Mar-03,18148
27-Mar-03,18261
27-Mar-03,18404
27-Mar-03,18384
27-Mar-03,18164
27-Mar-03,18020
27-Mar-03,17885
27-Mar-03,17946
27-Mar-03,18237
27-Mar-03,18376
27-Mar-03,18830
27-Mar-03,19615
27-Mar-03,19186
27-Mar-03,18420
27-Mar-03,17276
27-Mar-03,16102
28-Mar-03,15224
28-Mar-03,14756
28-Mar-03,14468
28-Mar-03,14333
28-Mar-03,14463
28-Mar-03,15017
28-Mar-03,16099
28-Mar-03,17872
28-Mar-03,18644
28-Mar-03,19029
28-Mar-03,19078
28-Mar-03,18999
28-Mar-03,18739
28-Mar-03,18551
28-Mar-03,18293
28-Mar-03,18094
28-Mar-03,18080
28-Mar-03,17994
28-Mar-03,18210
28-Mar-03,18641
28-Mar-03,18240
28-Mar-03,17460
28-Mar-03,16500
28-Mar-03,15187
29-Mar-03,14440
29-Mar-03,13863
29-Mar-03,13406
29-Mar-03,13304
29-Mar-03,13289
29-Mar-03,13527
29-Mar-03,13990
29-Mar-03,14760
29-Mar-03,15892
29-Mar-03,16944
29-Mar-03,17696
29-Mar-03,17809
29-Mar-03,17528
29-Mar-03,17175
29-Mar-03,16966
29-Mar-03,16928
29-Mar-03,17222
29-Mar-03,17543
29-Mar-03,17780
29-Mar-03,17924
29-Mar-03,17416
29-Mar-03,16975
29-Mar-03,16213
29-Mar-03,15399
30-Mar-03,14698
30-Mar-03,14337
30-Mar-03,13989
30-Mar-03,13893
30-Mar-03,14009
30-Mar-03,14233
30-Mar-03,14295
30-Mar-03,14771
30-Mar-03,15680
30-Mar-03,16464
30-Mar-03,16900
30-Mar-03,17102
30-Mar-03,17045
30-Mar-03,16919
30-Mar-03,16796
30-Mar-03,16752
30-Mar-03,17120
30-Mar-03,17430
30-Mar-03,17727
30-Mar-03,18686
30-Mar-03,18668
30-Mar-03,17861
30-Mar-03,16889
30-Mar-03,15993
31-Mar-03,15348
31-Mar-03,15156
31-Mar-03,15178
31-Mar-03,15114
31-Mar-03,15214
31-Mar-03,15935
31-Mar-03,17059
31-Mar-03,18720
31-Mar-03,19468
31-Mar-03,19825
31-Mar-03,20123
31-Mar-03,20120
31-Mar-03,19799
31-Mar-03,19677
31-Mar-03,19614
31-Mar-03,19438
31-Mar-03,19635
31-Mar-03,19860
31-Mar-03,20101
31-Mar-03,20732
31-Mar-03,20506
31-Mar-03,19675
31-Mar-03,18473
31-Mar-03,17182
01-Apr-03,16376
01-Apr-03,15960
01-Apr-03,15819
01-Apr-03,15694
01-Apr-03,15855
01-Apr-03,16411
01-Apr-03,17567
01-Apr-03,19276
01-Apr-03,19987
01-Apr-03,19978
01-Apr-03,20157
01-Apr-03,20100
01-Apr-03,19858
01-Apr-03,19599
01-Apr-03,19376
01-Apr-03,19360
01-Apr-03,19726
01-Apr-03,19913
01-Apr-03,20258
01-Apr-03,20498
01-Apr-03,20155
01-Apr-03,19309
01-Apr-03,18049
01-Apr-03,16772
02-Apr-03,16100
02-Apr-03,15717
02-Apr-03,15485
02-Apr-03,15418
02-Apr-03,15501
02-Apr-03,15875
02-Apr-03,16778
02-Apr-03,18506
02-Apr-03,19309
02-Apr-03,19400
02-Apr-03,19496
02-Apr-03,19438
02-Apr-03,19444
02-Apr-03,19439
02-Apr-03,19410
02-Apr-03,19469
02-Apr-03,19883
02-Apr-03,20150
02-Apr-03,20453
02-Apr-03,20691
02-Apr-03,20257
02-Apr-03,19353
02-Apr-03,18179
02-Apr-03,16927
03-Apr-03,16178
03-Apr-03,15670
03-Apr-03,15524
03-Apr-03,15390
03-Apr-03,15438
03-Apr-03,15916
03-Apr-03,17125
03-Apr-03,18929
03-Apr-03,19602
03-Apr-03,19772
03-Apr-03,20233
03-Apr-03,20175
03-Apr-03,20094
03-Apr-03,20112
03-Apr-03,19897
03-Apr-03,20092
03-Apr-03,20352
03-Apr-03,20495
03-Apr-03,20881
03-Apr-03,21010
03-Apr-03,20634
03-Apr-03,19733
03-Apr-03,18573
03-Apr-03,17324
04-Apr-03,16732
04-Apr-03,16283
04-Apr-03,16060
04-Apr-03,16042
04-Apr-03,16230
04-Apr-03,16790
04-Apr-03,17456
04-Apr-03,18809
04-Apr-03,19937
04-Apr-03,20404
04-Apr-03,20643
04-Apr-03,20561
04-Apr-03,20630
04-Apr-03,20436
04-Apr-03,20300
04-Apr-03,20148
04-Apr-03,20310
04-Apr-03,20542
04-Apr-03,20806
04-Apr-03,20942
04-Apr-03,20283
04-Apr-03,19518
04-Apr-03,18453
04-Apr-03,17452
05-Apr-03,16156
05-Apr-03,16072
05-Apr-03,15616
05-Apr-03,15559
05-Apr-03,15476
05-Apr-03,15682
05-Apr-03,16098
05-Apr-03,16840
05-Apr-03,17888
05-Apr-03,18634
05-Apr-03,18937
05-Apr-03,19040
05-Apr-03,18827
05-Apr-03,18484
05-Apr-03,18266
05-Apr-03,18238
05-Apr-03,18492
05-Apr-03,18728
05-Apr-03,18894
05-Apr-03,19303
05-Apr-03,19037
05-Apr-03,18396
05-Apr-03,17582
05-Apr-03,16504
06-Apr-03,15818
06-Apr-03,15371
06-Apr-03,15362
06-Apr-03,15263
06-Apr-03,15363
06-Apr-03,15511
06-Apr-03,15660
06-Apr-03,16274
06-Apr-03,16888
06-Apr-03,17317
06-Apr-03,17559
06-Apr-03,17579
06-Apr-03,17323
06-Apr-03,17072
06-Apr-03,16907
06-Apr-03,17079
06-Apr-03,17215
06-Apr-03,17188
06-Apr-03,17416
06-Apr-03,18563
06-Apr-03,18467
06-Apr-03,17608
06-Apr-03,16686
06-Apr-03,15926
07-Apr-03,15564
07-Apr-03,15423
07-Apr-03,15301
07-Apr-03,15364
07-Apr-03,16117
07-Apr-03,17566
07-Apr-03,19298
07-Apr-03,20121
07-Apr-03,20183
07-Apr-03,20438
07-Apr-03,20412
07-Apr-03,20197
07-Apr-03,20131
07-Apr-03,20180
07-Apr-03,20230
07-Apr-03,20527
07-Apr-03,20573
07-Apr-03,20316
07-Apr-03,20442
07-Apr-03,20921
07-Apr-03,20332
07-Apr-03,19161
07-Apr-03,17808
07-Apr-03,16939
08-Apr-03,16396
08-Apr-03,16290
08-Apr-03,16195
08-Apr-03,16253
08-Apr-03,16527
08-Apr-03,17717
08-Apr-03,19300
08-Apr-03,20213
08-Apr-03,20242
08-Apr-03,20440
08-Apr-03,20378
08-Apr-03,20156
08-Apr-03,20012
08-Apr-03,19707
08-Apr-03,19619
08-Apr-03,19876
08-Apr-03,20007
08-Apr-03,19677
08-Apr-03,19759
08-Apr-03,20326
08-Apr-03,19770
08-Apr-03,18672
08-Apr-03,17439
08-Apr-03,16448
09-Apr-03,16020
09-Apr-03,15716
09-Apr-03,15568
09-Apr-03,15618
09-Apr-03,16036
09-Apr-03,17330
09-Apr-03,19049
09-Apr-03,19539
09-Apr-03,19360
09-Apr-03,19315
09-Apr-03,19202
09-Apr-03,18872
09-Apr-03,18697
09-Apr-03,18447
09-Apr-03,18372
09-Apr-03,18424
09-Apr-03,18367
09-Apr-03,18169
09-Apr-03,18111
09-Apr-03,18962
09-Apr-03,18922
09-Apr-03,17991
09-Apr-03,16696
09-Apr-03,15746
10-Apr-03,15310
10-Apr-03,15213
10-Apr-03,15180
10-Apr-03,15246
10-Apr-03,15671
10-Apr-03,17068
10-Apr-03,18485
10-Apr-03,18850
10-Apr-03,18842
10-Apr-03,18793
10-Apr-03,18686
10-Apr-03,18471
10-Apr-03,18311
10-Apr-03,18179
10-Apr-03,18086
10-Apr-03,18192
10-Apr-03,18109
10-Apr-03,17699
10-Apr-03,17748
10-Apr-03,18593
10-Apr-03,18436
10-Apr-03,17452
10-Apr-03,16212
10-Apr-03,15385
11-Apr-03,14990
11-Apr-03,14792
11-Apr-03,14696
11-Apr-03,14715
11-Apr-03,15215
11-Apr-03,16570
11-Apr-03,18198
11-Apr-03,18772
11-Apr-03,18704
11-Apr-03,18688
11-Apr-03,18614
11-Apr-03,18272
11-Apr-03,18066
11-Apr-03,17824
11-Apr-03,17583
11-Apr-03,17722
11-Apr-03,17479
11-Apr-03,17137
11-Apr-03,17041
11-Apr-03,17854
11-Apr-03,17562
11-Apr-03,16634
11-Apr-03,15456
11-Apr-03,14546
12-Apr-03,14045
12-Apr-03,13863
12-Apr-03,13776
12-Apr-03,13768
12-Apr-03,13969
12-Apr-03,14330
12-Apr-03,15033
12-Apr-03,16114
12-Apr-03,16779
12-Apr-03,17146
12-Apr-03,17059
12-Apr-03,16834
12-Apr-03,16482
12-Apr-03,16214
12-Apr-03,15971
12-Apr-03,16055
12-Apr-03,16223
12-Apr-03,16056
12-Apr-03,16083
12-Apr-03,16648
12-Apr-03,16697
12-Apr-03,16053
12-Apr-03,15200
12-Apr-03,14388
13-Apr-03,13961
13-Apr-03,13731
13-Apr-03,13658
13-Apr-03,13598
13-Apr-03,13770
13-Apr-03,13966
13-Apr-03,14382
13-Apr-03,15231
13-Apr-03,15830
13-Apr-03,16218
13-Apr-03,16334
13-Apr-03,16388
13-Apr-03,16166
13-Apr-03,15948
13-Apr-03,15907
13-Apr-03,16043
13-Apr-03,16215
13-Apr-03,15959
13-Apr-03,16079
13-Apr-03,17131
13-Apr-03,17042
13-Apr-03,16241
13-Apr-03,15281
13-Apr-03,14515
14-Apr-03,14168
14-Apr-03,14055
14-Apr-03,14020
14-Apr-03,14215
14-Apr-03,14740
14-Apr-03,16131
14-Apr-03,17724
14-Apr-03,18437
14-Apr-03,18520
14-Apr-03,18568
14-Apr-03,18529
14-Apr-03,18315
14-Apr-03,18257
14-Apr-03,18149
14-Apr-03,17940
14-Apr-03,17912
14-Apr-03,17851
14-Apr-03,17577
14-Apr-03,17559
14-Apr-03,18192
14-Apr-03,17870
14-Apr-03,16650
14-Apr-03,15396
14-Apr-03,14351
15-Apr-03,13954
15-Apr-03,13680
15-Apr-03,13550
15-Apr-03,13602
15-Apr-03,13885
15-Apr-03,15274
15-Apr-03,16977
15-Apr-03,17717
15-Apr-03,17875
15-Apr-03,18049
15-Apr-03,18110
15-Apr-03,18028
15-Apr-03,18078
15-Apr-03,17984
15-Apr-03,17874
15-Apr-03,18018
15-Apr-03,18091
15-Apr-03,17700
15-Apr-03,17722
15-Apr-03,18175
15-Apr-03,17845
15-Apr-03,16726
15-Apr-03,15228
15-Apr-03,14217
16-Apr-03,13749
16-Apr-03,13520
16-Apr-03,13227
16-Apr-03,13368
16-Apr-03,13974
16-Apr-03,15135
16-Apr-03,16921
16-Apr-03,17812
16-Apr-03,18087
16-Apr-03,18398
16-Apr-03,18695
16-Apr-03,18326
16-Apr-03,18384
16-Apr-03,18361
16-Apr-03,18360
16-Apr-03,18698
16-Apr-03,18817
16-Apr-03,18599
16-Apr-03,18740
16-Apr-03,19224
